CASE,OFFENSE,OFFENSE DESCRIPTION,REPORT DATE,OCCUR DATE,DAY OF WEEK ,LOCATION ,Location 1
SL2013134713,5499-8,TRAFFIC,08/21/2013 06:06:00 PM,08/21/2013 12:00:00 AM,4,"1000 E 100 S
Salt Lake City, Utah
(40.76715523200045, -111.86230754499968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013195810,5499-6,TRAFFIC,12/12/2013 07:50:00 PM,12/12/2013 07:50:00 PM,5,"200 E 800 S
Salt Lake City, Utah
(40.75194653700049, -111.8852606429997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013140551,5404-0,TRAFFIC,08/31/2013 02:18:00 AM,08/31/2013 02:18:00 AM,7,"200 N 300 W
Salt Lake City, Utah
(40.77374055700045, -111.89965195199972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013179713,5499-7,TRAFFIC,11/11/2013 10:54:00 AM,11/11/2013 10:54:00 AM,2,"2100 S REDWOOD RD
Salt Lake City, Utah
(40.814307631000474, -111.9384344019997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013199657,5499-8,TRAFFIC,12/19/2013 03:11:00 PM,12/19/2013 03:11:00 PM,5,"2100 W CALIFORNIA AVE
Salt Lake City, Utah
(40.74050875100045, -111.95035666899969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013140067,5499-7,TRAFFIC,08/30/2013 11:03:00 AM,08/30/2013 12:00:00 AM,6,"STATE ST / COATSVILLE AVE
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013129049,5499-8,TRAFFIC,08/12/2013 01:04:00 PM,08/12/2013 12:00:00 AM,2,"2100 S MAIN ST
Salt Lake City, Utah
(40.725361621000445, -111.89114459499967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013134622,5499-8,TRAFFIC,08/21/2013 03:38:00 PM,08/21/2013 12:00:00 AM,4,"1700 S MAJOR ST
Salt Lake City, Utah
(40.73343036500046, -111.8896928159997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201390956,5499-7,TRAFFIC,06/13/2013 01:24:00 PM,06/13/2013 01:24:00 PM,5,"1700 S 1100 E
Salt Lake City, Utah
(40.7334217020005, -111.85965569399968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20139498,5499-7,TRAFFIC,01/19/2013 08:48:00 AM,01/19/2013 08:48:00 AM,7,"1100 S 900 W
Salt Lake City, Utah
(40.74487339800049, -111.91689216799966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013150894,5499-7,TRAFFIC,09/17/2013 09:56:00 AM,09/17/2013 12:00:00 AM,3,"800 E 200 S
Salt Lake City, Utah
(40.76497494400047, -111.86796764599967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20135046,5499-8,TRAFFIC,01/10/2013 06:23:00 PM,01/10/2013 12:00:00 AM,5,"3200 W 2100 S
Salt Lake City, Utah
(40.7281391030005, -111.96821076699968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201343808,5499-7,TRAFFIC,03/24/2013 01:58:00 PM,03/24/2013 01:58:00 PM,1,"2300 S 1300 E
Salt Lake City, Utah
(40.72041217900045, -111.85369419599971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20137952,5499-7,TRAFFIC,01/16/2013 01:27:00 PM,01/16/2013 12:00:00 AM,4,"300 W NORTH TEMPLE ST
Salt Lake City, Utah
(40.771544221000454, -111.89979869899969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201343728,5401-0,TRAFFIC,03/23/2013 07:27:00 AM,03/23/2013 07:27:00 AM,7,"00 WEST / 250 N
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201326051,5499-7,TRAFFIC,02/19/2013 04:03:00 PM,02/19/2013 12:00:00 AM,3,"200 S 900 W
Salt Lake City, Utah
(40.76489252200048, -111.9168832579997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013191107,5499-7,TRAFFIC,12/03/2013 04:24:00 PM,12/03/2013 04:24:00 PM,3,"1300 S 300 E
Salt Lake City, Utah
(40.74155208400049, -111.8825232099997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201378423,5499-7,TRAFFIC,05/23/2013 12:38:00 PM,05/23/2013 12:38:00 PM,5,"2800 S 1100 E
Salt Lake City, Utah
(40.710299217000454, -111.85973700999972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201339658,5404-0,TRAFFIC,03/16/2013 11:55:00 PM,03/16/2013 11:55:00 PM,7,"700 N MORTON DR
Salt Lake City, Utah
(40.78485297900045, -111.94518806599967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013147969,5499-12,TRAFFIC,09/12/2013 08:36:00 AM,09/12/2013 08:36:00 AM,5,"4000 W CALIFORNIA AVE
Salt Lake City, Utah
(40.74277783500048, -111.98607032999968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013199398,5499-8,TRAFFIC,12/19/2013 08:42:00 AM,12/19/2013 08:42:00 AM,5,"400 E 400 S
Salt Lake City, Utah
(40.76052438300047, -111.87954796799971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20134395,5499-12,TRAFFIC,01/09/2013 06:04:00 PM,01/09/2013 08:20:00 AM,4,"300 N C ST
Salt Lake City, Utah
(40.77633134200045, -111.88051303799966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201334070,5401-0,TRAFFIC,03/06/2013 06:15:00 PM,03/06/2013 06:15:00 PM,4,"1900 S STATE ST
Salt Lake City, Utah
(40.72857095000046, -111.88827672699966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20139588,5499-8,TRAFFIC,01/19/2013 12:44:00 PM,01/19/2013 12:00:00 AM,7,"700 E 400 S
Salt Lake City, Utah
(40.76054458600049, -111.8709399219997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013125837,5499-8,TRAFFIC,08/07/2013 12:23:00 PM,08/07/2013 12:00:00 AM,4,"WILEY POST WAY / WRIGHT BROTHERS DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201388308,5499-6,TRAFFIC,06/09/2013 05:49:00 AM,06/09/2013 05:25:00 AM,1,"100 N 4000 W
Salt Lake City, Utah
(40.80418515000048, -111.98708839999966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201320795,5499-7,TRAFFIC,02/09/2013 03:37:00 PM,02/09/2013 03:37:00 PM,7,"1000 W 600 N
Salt Lake City, Utah
(40.78242815900046, -111.91982722799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201378519,5499-6,TRAFFIC,05/23/2013 03:27:00 PM,05/23/2013 03:27:00 PM,5,"2700 W DIRECTORS RW
Salt Lake City, Utah
(40.74580956700049, -111.96092734599966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013162641,5499-8,TRAFFIC,10/09/2013 06:36:00 PM,10/09/2013 12:00:00 AM,4,"600 S 200 W
Salt Lake City, Utah
(40.75620985900048, -111.89684341799972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013105330,5404-0,TRAFFIC,07/06/2013 02:25:00 AM,07/06/2013 02:25:00 AM,7,"100 S WEST TEMPLE ST
Salt Lake City, Utah
(40.76708191600045, -111.89398397099967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201342474,5499-8,TRAFFIC,03/21/2013 07:49:00 AM,03/21/2013 07:49:00 AM,5,"1200 N COLORADO ST
Salt Lake City, Utah
(40.794992435000495, -111.93007030399968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013160782,5404-0,TRAFFIC,10/06/2013 07:26:00 AM,10/06/2013 07:19:00 AM,1,"1200 W SUNSET DR
Salt Lake City, Utah
(40.797770641000454, -111.92660997499968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013181954,5499-8,TRAFFIC,11/15/2013 03:25:00 PM,11/15/2013 03:25:00 PM,6,"2500 S ELIZABETH ST
Salt Lake City, Utah
(40.71723410700048, -111.85810248699971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013164377,5499-8,TRAFFIC,10/13/2013 12:28:00 AM,10/13/2013 12:00:00 AM,1,"1500 E 500 S
Salt Lake City, Utah
(40.736760217000494, -111.87679654299967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201315944,5499-12,TRAFFIC,01/31/2013 05:20:00 PM,01/31/2013 05:20:00 PM,5,"1600 S WEST TEMPLE ST
Salt Lake City, Utah
(40.734814971000446, -111.8939928099997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201314561,5499-8,TRAFFIC,01/29/2013 08:51:00 AM,01/29/2013 12:00:00 AM,3,"400 S 500 E
Salt Lake City, Utah
(40.76046169800048, -111.8768161429997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201321225,5404-0,TRAFFIC,02/10/2013 03:11:00 AM,02/10/2013 03:11:00 AM,1,"500 W 100 S
Salt Lake City, Utah
(40.76718997100045, -111.90560754999967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201314767,5499-7,TRAFFIC,01/29/2013 03:41:00 PM,01/29/2013 12:00:00 AM,3,"5300 W AMELIA EARHART DR
Salt Lake City, Utah
(40.77645742600049, -112.0172891359997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201323681,5499-6,TRAFFIC,02/14/2013 10:23:00 PM,02/14/2013 10:23:00 PM,5,"1300 S WEST TEMPLE ST
Salt Lake City, Utah
(40.74151196300045, -111.8939739119997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013187160,5401-0,TRAFFIC,11/25/2013 06:52:00 PM,11/25/2013 06:52:00 PM,2,"1700 S 1000 W
Salt Lake City, Utah
(40.79086872400046, -111.93934771199969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201388728,5499-6,TRAFFIC,06/10/2013 01:41:00 AM,06/10/2013 12:47:00 AM,2,"2500 W. SR186
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201322103,5401-0,TRAFFIC,02/11/2013 10:00:00 PM,02/11/2013 10:00:00 PM,2,"PIERPONT AVE / NAVAJO ST
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201326646,5499-8,TRAFFIC,02/20/2013 06:25:00 PM,02/20/2013 12:00:00 AM,4,"2200 S 1300 E
Salt Lake City, Utah
(40.72281101700048, -111.85368533999969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013159779,5499-0,TRAFFIC,10/04/2013 10:48:00 AM,10/04/2013 12:00:00 AM,6,"00 S 900 E
Salt Lake City, Utah
(40.68069592000046, -111.86554890199972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013183540,5401-0,TRAFFIC,11/19/2013 04:16:00 PM,11/19/2013 04:16:00 PM,3,"1400 S WEST TEMPLE ST
Salt Lake City, Utah
(40.739161252000486, -111.89395514399968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201327619,5499-8,TRAFFIC,02/22/2013 04:00:00 PM,02/22/2013 03:55:00 PM,6,"200 W 400 S
Salt Lake City, Utah
(40.7606971670005, -111.89692812799967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013172756,5499-7,TRAFFIC,10/29/2013 05:39:00 AM,10/29/2013 05:39:00 AM,3,"1700 S 900 W
Salt Lake City, Utah
(40.73340400800049, -111.9168930839997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201380158,5499-8,TRAFFIC,05/26/2013 10:28:00 AM,05/26/2013 12:00:00 AM,1,"700 N REDWOOD RD
Salt Lake City, Utah
(40.828761855000494, -111.9372164399997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201358161,5499-6,TRAFFIC,04/18/2013 10:52:00 AM,04/18/2013 10:52:00 AM,5,"H ST / SOUTH TEMPLE ST
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20135448,5499-8,TRAFFIC,01/11/2013 01:14:00 PM,01/11/2013 12:00:00 AM,6,"300 E 800 S
Salt Lake City, Utah
(40.75194653700049, -111.88240874199971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013181290,5499-6,TRAFFIC,11/14/2013 01:26:00 PM,11/14/2013 01:26:00 PM,5,"1200 E 1300 S
Salt Lake City, Utah
(40.74274171200045, -111.92794633299968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013203559,5499-8,TRAFFIC,12/27/2013 07:18:00 PM,12/27/2013 07:18:00 PM,6,"200 S 300 W
Salt Lake City, Utah
(40.764911991000474, -111.89973205699971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201320359,5499-84,TRAFFIC,02/08/2013 07:30:00 PM,02/08/2013 07:25:00 PM,6,"3700 W TERMINAL WESTBOUND DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013188022,5499-7,TRAFFIC,11/27/2013 01:12:00 PM,11/27/2013 01:12:00 PM,4,"800 S 900 W
Salt Lake City, Utah
(40.751843729000484, -111.9168656009997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013167740,5499-8,TRAFFIC,10/19/2013 03:06:00 PM,10/19/2013 03:06:00 PM,7,"100 S REDWOOD RD
Salt Lake City, Utah
(40.84084588200045, -111.93236485599971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013191373,5499-8,TRAFFIC,12/04/2013 08:09:00 AM,12/04/2013 08:09:00 AM,4,"1100 N COLORADO ST
Salt Lake City, Utah
(40.79291118000049, -111.93014160199971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201358048,5499-6,TRAFFIC,04/18/2013 06:54:00 AM,04/18/2013 06:54:00 AM,5,"1600 W 400 S
Salt Lake City, Utah
(40.760689053000476, -111.9364575729997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201377401,5499-0,TRAFFIC,05/21/2013 03:37:00 PM,05/21/2013 12:00:00 AM,3,"1600 S 1000 W
Salt Lake City, Utah
(40.73488061100045, -111.91915400399967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013159461,5499-6,TRAFFIC,10/03/2013 05:09:00 PM,10/03/2013 05:09:00 PM,5,"1600 W 400 S
Salt Lake City, Utah
(40.760689053000476, -111.9364575729997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013171544,5499-0,TRAFFIC,10/26/2013 03:28:00 PM,10/26/2013 12:00:00 AM,7,"2200 S 1300 E
Salt Lake City, Utah
(40.72281101700048, -111.85368533999969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201310739,5499-8,TRAFFIC,01/22/2013 09:03:00 AM,01/22/2013 12:00:00 AM,3,"2200 S 2000 E
Salt Lake City, Utah
(40.72306301000049, -111.83441978199971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201398370,5499-44,TRAFFIC,06/25/2013 10:31:00 AM,06/25/2013 10:31:00 AM,3,"200 S 300 W
Salt Lake City, Utah
(40.764911991000474, -111.89973205699971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201382311,5499-12,TRAFFIC,05/30/2013 11:06:00 AM,05/30/2013 11:06:00 AM,5,"500 S NAVAJO ST
Salt Lake City, Utah
(40.758371217000445, -111.92952202399971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201384841,5499-8,TRAFFIC,06/03/2013 01:07:00 PM,06/03/2013 12:00:00 AM,2,"600 N 800 W
Salt Lake City, Utah
(40.78249111100047, -111.91394245299966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201356382,5499-7,TRAFFIC,04/15/2013 01:49:00 AM,04/15/2013 01:49:00 AM,2,"1000 W 300 S
Salt Lake City, Utah
(40.76284212100046, -111.91981799099972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201386859,5499-12,TRAFFIC,06/06/2013 07:25:00 PM,06/06/2013 07:25:00 PM,5,"1600 W 700 N
Salt Lake City, Utah
(40.784610312000495, -111.93710838799967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013195904,5499-8,TRAFFIC,12/12/2013 09:46:00 PM,12/12/2013 09:46:00 PM,5,"200 S 1300 E
Salt Lake City, Utah
(40.76493425900048, -111.8539117629997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013117382,5401-0,TRAFFIC,07/24/2013 09:00:00 AM,07/24/2013 09:00:00 AM,4,"2000 S 900 W
Salt Lake City, Utah
(40.72714925300045, -111.91690177099969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20133773,5499-8,TRAFFIC,01/08/2013 01:03:00 PM,01/08/2013 12:00:00 AM,3,"1500 S 1100 E
Salt Lake City, Utah
(40.737001044000465, -111.8596367619997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201379700,5404-0,TRAFFIC,05/25/2013 03:46:00 PM,05/25/2013 03:31:00 PM,7,"200 W 400 S
Salt Lake City, Utah
(40.7606971670005, -111.89692812799967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20133751,5499-8,TRAFFIC,01/08/2013 12:24:00 PM,01/08/2013 12:00:00 AM,3,"700 E 2100 S
Salt Lake City, Utah
(40.7254153180005, -111.87109883499971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201337856,5499-7,TRAFFIC,03/13/2013 09:12:00 AM,03/13/2013 12:00:00 AM,4,"600 E 600 S
Salt Lake City, Utah
(40.7562863870005, -111.87372903399967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013106892,5499-8,TRAFFIC,07/08/2013 03:18:00 PM,07/08/2013 12:00:00 AM,2,"3000 W CALIFORNIA AVE
Salt Lake City, Utah
(40.74053089300048, -111.9631331009997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201355625,5401-0,TRAFFIC,04/13/2013 02:42:00 PM,04/13/2013 12:00:00 AM,7,"500 E 100 S
Salt Lake City, Utah
(40.767147311000485, -111.8766995629997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201332639,5401-0,TRAFFIC,03/04/2013 07:46:00 AM,03/04/2013 07:46:00 AM,2,"600 E 2100 S
Salt Lake City, Utah
(40.725423788000455, -111.87383132699966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013184296,5499-12,TRAFFIC,11/20/2013 09:02:00 AM,11/18/2013 10:00:00 PM,2,"1400 S WEST TEMPLE ST
Salt Lake City, Utah
(40.739161252000486, -111.89395514399968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201376245,5499-1,TRAFFIC,05/19/2013 02:45:00 PM,05/19/2013 02:45:00 PM,1,"500 N 900 W
Salt Lake City, Utah
(40.78030347300046, -111.9168032129997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013163164,5499-8,TRAFFIC,10/10/2013 06:28:00 PM,10/10/2013 12:00:00 AM,5,"1700 N CAVALLO DR
Salt Lake City, Utah
(40.80573988700047, -111.94192824199968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201383762,5499-8,TRAFFIC,06/01/2013 05:15:00 PM,06/01/2013 12:00:00 AM,7,"1900 W NORTH TEMPLE ST
Salt Lake City, Utah
(40.77166859500045, -111.94559007199967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20132260,5499-6,TRAFFIC,01/05/2013 01:58:00 PM,01/05/2013 01:58:00 PM,7,"300 N TERMINAL NORTHBOUND DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201358793,5499-8,TRAFFIC,04/19/2013 12:42:00 PM,04/19/2013 12:00:00 AM,6,"100 E 400 S
Salt Lake City, Utah
(40.76053989100046, -111.88809695699968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013115423,5499-0,TRAFFIC,07/21/2013 02:33:00 PM,07/21/2013 12:00:00 AM,1,"800 S 900 W
Salt Lake City, Utah
(40.751843729000484, -111.9168656009997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013104486,5499-7,TRAFFIC,07/04/2013 10:58:00 PM,07/04/2013 10:58:00 PM,5,"2200 S 1300 E
Salt Lake City, Utah
(40.72281101700048, -111.85368533999969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201353291,5499-5,TRAFFIC,04/09/2013 12:22:00 PM,04/09/2013 12:22:00 PM,3,"500 S 200 W
Salt Lake City, Utah
(40.758380074000456, -111.89685358199966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201324328,5499-8,TRAFFIC,02/16/2013 12:54:00 AM,02/16/2013 12:00:00 AM,7,"700 W 400 S
Salt Lake City, Utah
(40.76077810100048, -111.9103881579997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201332269,5499-8,TRAFFIC,03/03/2013 11:34:00 AM,03/03/2013 12:00:00 AM,1,"400 S REDWOOD RD
Salt Lake City, Utah
(40.76082113400048, -111.93907754299971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013204798,5401-0,TRAFFIC,12/30/2013 01:01:00 PM,12/30/2013 01:01:00 PM,2,"600 S STATE ST
Salt Lake City, Utah
(40.75622343400045, -111.88826244899968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201312202,5499-7,TRAFFIC,01/24/2013 08:02:00 PM,01/24/2013 12:00:00 AM,5,"2800 W CALIFORNIA AVE
Salt Lake City, Utah
(40.74053089300048, -111.95971301199967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013105895,5499-12,TRAFFIC,07/07/2013 12:16:00 AM,07/07/2013 12:16:00 AM,1,"200 S 400 W
Salt Lake City, Utah
(40.76488083300046, -111.90259210899967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201327682,5499-0,TRAFFIC,02/22/2013 05:46:00 PM,02/22/2013 12:00:00 AM,6,"SOUTH TEMPLE ST / STATE ST
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013195602,5401-0,TRAFFIC,12/12/2013 12:12:00 PM,12/12/2013 12:12:00 PM,5,"D ST / 3RD AVE
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013151057,5499-8,TRAFFIC,09/17/2013 02:50:00 PM,09/17/2013 02:50:00 PM,3,"800 S REDWOOD RD
Salt Lake City, Utah
(40.752162575000455, -111.93904312099971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013107343,5499-6,TRAFFIC,07/09/2013 10:12:00 AM,07/09/2013 10:12:00 AM,3,"1100 E 2700 S
Salt Lake City, Utah
(40.7126753230005, -111.85927032599972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201324796,5499-8,TRAFFIC,02/16/2013 09:45:00 PM,02/16/2013 12:00:00 AM,7,"1600 W PAXTON AVE
Salt Lake City, Utah
(40.74354180800049, -111.9117793749997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013187474,5499-6,TRAFFIC,11/26/2013 12:20:00 PM,11/26/2013 12:18:00 PM,3,"3700 W TERMINAL WESTBOUND DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201311774,5499-1,TRAFFIC,01/24/2013 07:27:00 AM,01/24/2013 07:27:00 AM,5,"1000 S I 15 SOUTHBOUND FWY
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201376968,5403-0,TRAFFIC,05/20/2013 08:46:00 PM,05/20/2013 08:46:00 PM,2,"1300 S 300 W
Salt Lake City, Utah
(40.775853682000445, -111.9262605449997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201315270,5499-7,TRAFFIC,01/30/2013 02:22:00 PM,01/30/2013 12:00:00 AM,4,"600 E 500 S
Salt Lake City, Utah
(40.75846329100045, -111.87373865999967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
